Year,MajorArea,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1990,WORLD,3.3,4.1,5.1,6.3,8.1,9.5,9.7,9.1,8.2,6.9,5.9,5.3,4.9,3.9,3.3,6.4,100
1990,More developed regions,1.4,2.7,4,5.4,7.5,9.2,9.9,9.7,9.1,7.7,6.6,5.9,5.5,4.3,3.7,7.2,100
1990,Less developed regions,5.6,5.9,6.4,7.5,8.9,9.8,9.4,8.3,7.1,5.8,5,4.5,4.1,3.4,2.8,5.4,100
1990,Least developed countries,9.9,10.1,9.9,11.1,11.7,10.8,8.6,6.7,5.2,3.9,3.3,2.8,2.5,1.4,0.9,1.2,100
1990,Less developed regions. excluding least developed countries,4.7,5.1,5.7,6.8,8.4,9.6,9.5,8.7,7.5,6.2,5.3,4.8,4.5,3.9,3.1,6.2,100
1990,High-income countries,2.4,3.3,4.1,5.3,7.7,9.8,10.5,9.7,8.8,7.1,6.2,5.5,5.1,4.2,3.5,6.9,100
1990,Middle-income countries,3.4,4.2,5.5,6.9,8.2,9,8.9,8.8,7.9,7,5.8,5.4,5,4,3.4,6.5,100
1990,Upper-middle-income countries,3.5,4.6,6.4,7.6,8.6,9,8.8,8.6,7.8,6.9,5.4,5.6,5.1,3.9,3,5.2,100
1990,Lower-middle-income countries,3.4,3.8,4.7,6.3,7.8,8.9,9,8.9,8.1,7.1,6.1,5.3,4.9,4.1,3.7,7.8,100
1990,Low-income countries,9.8,9.8,9.7,10.5,11.2,10.7,9.2,7.1,5.5,4.2,3.4,2.8,2.4,1.6,0.9,1.3,100
1990,Sub-Saharan Africa,9.7,9.7,9.3,10.5,11.7,11.2,9.2,7.1,5.4,4.1,3.3,2.8,2.5,1.4,0.9,1.2,100
1990,AFRICA,9.6,9.6,9.3,10.5,11.7,11.2,9.2,7.1,5.4,4.1,3.3,2.8,2.5,1.5,0.9,1.2,100
1990,Eastern Africa,9.7,9.1,9.4,10.5,11.1,11,9.4,7.3,5.5,4.2,3.5,2.9,2.5,1.7,0.9,1.4,100
1990,Burundi,6.8,7.2,6.4,6.4,8.8,12.2,13.2,10.4,7.8,5.7,4.5,3.2,2.8,2.2,0.9,1.3,100
1990,Comoros,4.8,6.7,8.2,8.7,9,11.4,12,11.1,8.7,6.5,4.8,3,2.1,1.5,0.6,0.9,100
1990,Djibouti,3.3,5,9,15.2,19.2,17.4,11.8,6.2,3.1,2.4,2.1,1.8,1.5,0.9,0.5,0.7,100
1990,Eritrea,5.9,5.2,6.8,9.6,12.7,14.1,12.7,10.1,6.8,4.5,3.2,2.9,2.3,1.6,0.6,1.1,100
1990,Ethiopia,6.6,7.1,8.7,11.5,12.6,12.2,10.1,7.8,5.8,4.4,3.5,2.9,2.6,2.2,0.9,1.3,100
1990,Kenya,6,7.4,9.7,14.7,11.6,11.7,9,6.9,5,4.3,3.5,2.8,2.5,1.9,1.3,1.6,100
1990,Madagascar,7.3,7.4,5.5,6.2,8.4,9.2,8.7,7.5,7.1,7.1,6.3,5,3.5,2.7,3.4,4.6,100
1990,Malawi,15.6,13.1,11.5,11.9,10.1,8.7,6.9,5.4,4.1,2.8,2.5,2.3,1.9,0.7,0.5,1.7,100
1990,Mauritius,8.6,10.6,7.9,5.4,9.4,9.7,10,8.6,6.9,4.7,3.1,2.9,3,2.8,2,4.4,100
1990,Mayotte,7.5,7.2,9.1,11.3,13.2,13.2,11.3,8.8,5.7,2.5,2.9,2.8,2.6,0.9,0.3,0.7,100
1990,Mozambique,15.9,11.2,8.2,12.3,21.2,7.5,5.2,4.7,3.4,3,2.2,1.7,1.2,1,0.5,0.8,100
1990,Réunion,4.1,9.8,12.5,9.5,6.7,9.7,10.6,10.4,7.5,5.9,5,3.2,1.8,1.2,0.8,1.4,100
1990,Rwanda,5.6,6.2,6.9,8.2,11,11.8,10.7,8.6,6.8,5.3,4.3,3.5,2.5,2.7,2.6,3.4,100
1990,Seychelles,6.3,6.1,5.3,3.8,7.1,12.1,15,12.9,8.8,5.7,4.2,3.9,2.6,2,1.9,2.2,100
1990,Somalia,19.1,13.7,12,9.3,9,9.7,8,6.3,4.4,2.8,2.1,1.3,1.2,0.4,0.3,0.4,100
1990,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100
1990,Uganda,8.5,7.9,8.1,8.8,10.3,11.1,10.1,8.2,6.3,5.2,4.2,3.7,2.9,2.1,1,1.6,100
1990,United Republic of Tanzania,7.3,7.8,8.7,9.6,10.6,10.9,9.9,7.8,6.1,4.9,4.2,3.6,3.1,2.4,1.5,1.6,100
1990,Zambia,7.3,8.2,9.4,10.2,10.7,10.5,9.6,8.1,6.5,5.3,4.4,3.6,2.5,1.8,0.8,1.2,100
1990,Zimbabwe,6,7,8.3,9,11.9,12.9,11.2,7.8,6.2,4.9,4.1,3.4,3.6,1.9,0.8,1.2,100
1990,Middle Africa,9.5,10.4,9.9,9.9,10.5,10.2,9.1,7.6,6.3,4.9,3.5,2.8,2.2,1.4,0.7,1,100
1990,Angola,4.5,7.9,12.4,15.1,14.2,11.1,8.2,5.5,4.4,4.1,3.7,2.7,2.4,1.5,1.1,1,100
1990,Cameroon,6.5,9.1,10.6,10,10.6,11.4,11.4,9.8,8.1,6,2.3,1.4,1.2,0.9,0.3,0.5,100
1990,Central African Republic,13.2,11.4,10,9.8,10.4,10.2,8.7,6.8,5.4,4.1,3,2.2,1.8,1.5,0.7,0.9,100
1990,Chad,6.5,10.1,12.5,12.4,11.6,11.1,9.1,6.7,5,3.9,3,2.1,2.3,1.8,0.7,1.1,100
1990,Congo,7.4,6.4,7.7,9.1,10.8,11.7,11.1,9.7,7.6,5.5,3.9,3,2.6,1.8,0.7,1.1,100
1990,Democratic Republic of the Congo,10.7,11.5,9.8,9.8,10.3,9.4,7.9,6.8,5.7,4.7,4,3.4,2.5,1.5,0.9,1.1,100
1990,Equatorial Guinea,12.3,9.1,6.5,7,9.3,10.8,10.6,9.3,6.7,4.6,3.2,3,2.4,1.6,1.1,2.5,100
1990,Gabon,11.8,10.5,9.5,8.9,9.7,10.8,10.5,8.3,6.1,4.3,3.1,2.2,1.8,1.3,0.5,0.8,100
1990,Sao Tome and Principe,3.1,8.3,8.8,12.7,8.4,5.3,3.8,5.9,11.3,10.7,7.8,4.6,3.5,2.1,1.6,2,100
1990,Northern Africa,11.1,12.2,9.6,10.2,10.1,8.9,7.1,6,5,3.9,3.9,4,4.1,1.5,1.2,1.3,100
1990,Algeria,6.1,6,5.9,6.8,8.8,10.6,10.6,9.1,7.6,6.4,5.5,4.7,3.9,3,2.3,2.7,100
1990,Egypt,12.6,11.6,10.9,10.4,11.3,7.8,6,5.8,5,4.4,3.8,2.8,2.9,2.4,1,1.5,100
1990,Libya,9.9,8.7,10.3,13.5,15.9,14.1,9.5,5.7,3.4,2.2,1.5,1.5,1.7,0.8,0.7,0.6,100
1990,Morocco,6.9,6.1,6.2,6.5,7,7.5,7.7,7.6,7.2,6.8,6.1,5.1,4.4,4.6,5.1,5.3,100
1990,Sudan,12.5,14.9,10.2,10,8.5,7.1,5.7,5.3,4.8,3.7,4.2,4.7,5,1.2,1,1.1,100
1990,Tunisia,5.1,5.4,5.6,6.4,8.8,11.1,11.6,10.5,8.8,7,5.8,4.4,3.5,2.3,1.6,2.3,100
1990,Western Sahara,5,5.1,5.2,5.1,9.6,14.6,14.8,11.7,8.7,5.8,4.4,3.2,2.4,1.5,0.9,2.1,100
1990,Southern Africa,4.2,5.2,5.9,7.7,10.9,10.8,9.6,9.1,7.7,6.5,5.3,4.6,4.5,3.3,2,2.7,100
1990,Botswana,12.3,11.2,9.3,6.6,7.2,10.6,12.5,9.8,6.8,4.8,3.3,2,1.5,0.8,0.6,0.7,100
1990,Lesotho,9.8,8.5,7.6,7.7,10,11.4,11.2,8.9,7,5.5,4.2,3,1.6,0.9,0.9,1.9,100
1990,Namibia,6.4,8,8.2,10,10,8.3,7.1,6.4,5.7,4.9,4.2,3.8,3.8,4,4.5,4.9,100
1990,South Africa,3.6,4.7,5.4,7.2,11.1,11.1,9.8,9.5,8.1,6.9,5.5,4.8,4.8,3.4,1.7,2.5,100
1990,Swaziland,5.1,5.4,7.7,10.4,11,10.5,10,8.6,7.1,5.8,4.5,3.7,3,2.1,2.2,2.8,100
1990,Western Africa,10.1,9.8,9.6,11.8,14.2,13.3,9.9,6.8,4.6,3.1,2.2,1.5,1.2,0.7,0.5,0.7,100
1990,Benin,13.2,11.4,8.9,10.8,13.8,13.9,9.1,6.7,4.2,2.5,1.8,0.8,1,0.6,0.5,0.8,100
1990,Burkina Faso,8,21.1,19,14.9,10.2,7.9,5.7,4.1,2.7,1.8,1.4,0.9,0.9,0.5,0.4,0.5,100
1990,Cabo Verde,4.4,8.8,12.9,17.5,14.6,13.2,12.4,6.8,2.6,1.2,1,0.9,1.2,0.8,0.8,1,100
1990,Côte d'Ivoire,4.1,5.1,5.9,12.4,19.3,18.3,13.2,8.7,5.3,3.3,1.9,1.1,0.8,0.4,0.2,0,100
1990,Gambia,11.4,10.3,9,13.6,14.9,13.9,9.4,5,3.5,2.7,2.1,1.2,1,0.8,0.4,0.7,100
1990,Ghana,14.7,15.7,13.6,11.8,8.4,7.3,6,4.9,4.3,3.3,2.6,1.9,1.8,1.3,1.2,1.1,100
1990,Guinea,11.1,11.6,13.4,11.6,10,8.7,7.2,5.8,4.8,3.9,3.4,3.1,2.3,1.2,0.9,1.1,100
1990,Guinea-Bissau,13.7,12.5,12.1,12.5,11.5,10.2,7.5,5.3,3.3,2.8,2.3,1.6,1.8,1.3,0.6,0.9,100
1990,Liberia,14.9,14.2,13.8,12.8,11.2,9,6.9,5,3.5,2.4,1.7,1.2,0.9,0.8,0.9,1,100
1990,Mali,17.2,6.5,12.6,13,8.5,7.2,7.5,5.4,5.3,3.5,3.4,2.4,2.2,1.5,1.3,2.4,100
1990,Mauritania,12.7,10,9.9,10.4,13.6,13.2,9.4,6.3,4.2,2.8,2.4,1.4,1.2,0.7,0.7,1.1,100
1990,Niger,5.7,8.4,8.1,10.6,12.9,13.1,11,8.5,6.2,4.5,3.1,2.1,1.8,1.4,1.1,1.4,100
1990,Nigeria,28,13.2,7.2,7.5,10.2,11.8,8,4.9,3.1,1.9,1.5,0.7,0.7,0.3,0.4,0.5,100
1990,Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1990,Senegal,5.7,6.2,7.5,10.8,13.3,12.9,11.3,8.2,5.9,4.5,3.8,2.8,2.3,1.5,1.4,1.9,100
1990,Sierra Leone,16.9,15.3,13.2,12.2,10.7,8.6,6.6,4.8,3.3,2.3,1.7,1.2,0.9,0.6,0.8,1.1,100
1990,Togo,14.6,15.2,14.5,10.7,9.7,9.4,6.8,5.2,3.5,3,2.3,1.2,1.4,0.9,0.6,1.1,100
1990,ASIA,4.4,4.8,5.6,6.7,8.3,9.7,9.7,8.9,7.6,6.3,5.4,4.9,4.5,3.8,3.2,6.4,100
1990,Central Asia,2.5,3.1,4,4.8,5.1,5.9,7.3,8.8,9.2,8,7.3,7.2,7.1,6.8,5.8,7,100
1990,Kazakhstan,2.7,3.3,4.4,5.2,5.3,6.1,7.6,9.3,9.5,7.9,7.5,7.6,6.8,6.3,4.2,6.3,100
1990,Kyrgyzstan,3,3.8,4.4,5.3,5.9,7.2,8.6,9.4,9.2,8.2,7.4,7.2,6.6,5.5,4.2,4.1,100
1990,Tajikistan,2,2.5,3.3,4.1,4.5,5.3,6.6,8.1,8.8,8.1,7.1,6.8,7.8,8.2,8.5,8.3,100
1990,Turkmenistan,2.1,2.5,3.3,4.1,4.5,5.3,6.6,8.1,8.8,8.1,7.1,6.8,7.8,8.2,8.5,8.3,100
1990,Uzbekistan,2.1,2.4,3.3,4.1,4.5,5.3,6.6,8.1,8.8,8.1,7,6.8,7.7,7.6,8.6,9,100
1990,Eastern Asia,2.4,3,3.6,5.2,7.6,9.6,10.3,9.3,8.6,6.7,6.3,6.7,6.3,4.8,3.8,5.7,100
1990,China,5.3,4.8,5.6,7.8,11.5,13.2,11.8,9.3,6.8,4.8,3.9,3.9,3.9,2.9,1.8,2.7,100
1990,China. Hong Kong SAR,0.9,1.4,2,3.3,4,6.4,9.3,9.1,9.5,7.7,7.9,9.1,8.7,6.8,5.5,8.4,100
1990,China. Macao SAR,1.1,2,4,7.1,12.7,14.3,14.6,10.9,7.3,4.2,3.4,3.9,4.2,3.7,2.8,3.9,100
1990,Dem. People's Republic of Korea,5.7,4.6,4.2,5.8,10,12.4,12,10.2,7.7,5.4,4.4,4.3,4.1,3.8,2.5,2.8,100
1990,Japan,4.5,5.6,6,7.8,12.6,13.8,11,9.2,7.7,5.9,4.7,3.6,2.5,1.8,1.2,1.9,100
1990,Mongolia,5.3,5.2,4.5,5.1,12,10.6,9.4,8.8,9.5,9.3,7.1,4.9,2.4,2.2,1.8,1.9,100
1990,Republic of Korea,7.3,9.6,9.8,7.6,7,9.5,11.6,9.4,7.7,5.9,4.4,3.6,2.5,1.6,1.2,1.3,100
1990,Southern Asia,2,2.4,4.5,7.1,9.2,10.4,9.9,9,7.6,6.7,5.7,4.8,4.2,3.7,3.2,9.5,100
1990,Afghanistan,6.2,6.5,8,10.2,12.6,13.4,11.6,8.8,6.3,4.6,3.5,2.9,2.2,1.5,0.6,0.9,100
1990,Bangladesh,5.3,4.7,10.4,18.1,22.7,17.3,9.2,4.3,2.8,1.7,1.1,0.8,0.8,0.4,0.2,0.2,100
1990,Bhutan,5.8,5.2,5.6,4.1,2.1,26.2,9.9,8.3,8.3,6.6,5.6,4,3.1,2,1.5,1.5,100
1990,India,0.5,0.8,2.2,4.1,6,8,8.8,8.9,7.9,7.1,6,5.1,4.7,4.5,4.9,20.6,100
1990,Iran (Islamic Republic of),6.3,7,10.6,13.4,14.3,13.4,10,6.6,4.3,3.7,3,2.8,2,1.3,0.5,0.8,100
1990,Maldives,7.2,6.3,5.9,5.8,9.1,12.5,12.6,10.7,8.9,6.3,4.5,3.1,2.2,1.7,1,2,100
1990,Nepal,1.6,2.8,3.9,9.2,13.9,14.2,12.5,10.2,8.1,6.6,4.6,3.6,3.6,2.3,1.3,1.6,100
1990,Pakistan,0.6,1,2.8,5.2,7.6,10,11.1,11.2,10,8.9,7.6,6.4,5.6,4.8,3.5,3.8,100
1990,Sri Lanka,2.8,2.6,1.8,1.8,2.8,4.4,6.2,6.9,9.3,10,11,11.3,9.5,7.5,5.9,6.4,100
1990,South-Eastern Asia,5.8,6.6,8.4,10.6,11.7,11.3,9.8,8,6.3,4.8,4,3.5,2.7,2,1.8,2.7,100
1990,Brunei Darussalam,5.4,4.5,3.7,3.6,12.8,17,16.7,12.9,8.1,4.6,3.4,2.6,1.6,1.2,0.8,1.2,100
1990,Cambodia,3.4,11.7,17.4,15.2,12.5,10.5,7.6,5.7,4.4,3.2,2.3,2.1,2,0.8,0.3,0.5,100
1990,Indonesia,8.2,8,8.6,9.4,10,10.3,10.3,9.2,7.7,5.8,4.5,3.2,2.2,1.1,0.6,0.7,100
1990,Lao People's Democratic Republic,9.4,11.2,12.4,12,11.4,10.3,8,5.7,4.2,3.5,3.1,2.6,2.4,1.8,0.7,1.2,100
1990,Malaysia,8,7,9.7,15.4,17.3,14.2,10,6.4,3.7,2.1,1.3,0.9,0.8,0.8,1.1,1.2,100
1990,Myanmar,4.7,5.5,5.7,9,11.9,13.3,12,10,7.4,6,4.2,3.3,2.2,1.6,1,2.1,100
1990,Philippines,10.4,9.5,8.4,7.7,7.5,7.4,7,6.2,5.4,4.9,4.3,3.8,3.7,4.2,4.7,4.9,100
1990,Singapore,2.1,2.4,3.3,5,7.5,10.1,10.7,10.4,9.4,8.1,7.6,7.2,5.3,3.2,2.6,5.1,100
1990,Thailand,5.5,10.1,14.9,16.4,14.1,10.4,7.1,4.8,3.1,2,1.5,1.3,1.5,2.1,2.5,2.7,100
1990,Timor-Leste,9.7,6.7,5.7,6.9,12.6,16.3,14.8,10.6,6.3,3.5,2,1.5,1.6,0.7,0.4,0.7,100
1990,Viet Nam,9.4,11.2,12.4,12,11.4,10.3,8,5.7,4.2,3.5,3.1,2.6,2.4,1.8,0.7,1.1,100
1990,Western Asia,9.4,9.3,8,6.7,8.5,10.6,10.6,8.8,6.6,4.9,3.8,3.4,3.1,2.3,1.7,2.4,100
1990,Armenia,4.6,5.8,6.6,6.9,6,6.2,6.8,8.3,9.3,7.7,5.6,5.8,6.4,5.2,4.3,4.5,100
1990,Azerbaijan,2.4,3.1,4,5.1,5.7,6.7,8.3,10.1,10.9,10.1,8.8,8.4,8,3.7,2.5,2.2,100
1990,Bahrain,10.9,9,5.8,3.8,11.4,17.5,17.2,11.8,6.3,2.9,1.6,0.8,0.4,0.2,0.2,0.2,100
1990,Cyprus,4.3,7.9,9.3,10.3,10.3,10,9.5,8.3,6.7,4.5,3.9,3.6,4.2,2.7,1.9,2.4,100
1990,Georgia,2.4,3.1,4,4.6,4.7,6,7.7,8.7,9.1,8.3,10.3,8.2,10.2,5.1,2.6,5.1,100
1990,Iraq,2.8,7.8,13.3,14.6,13,10.5,8,6.2,5.3,4.6,4,3.3,2.5,1.9,0.8,1.3,100
1990,Israel,0.9,2.4,2.9,3.2,4,5.2,6.5,7.6,9.1,9.4,8.4,8.7,8.3,7.9,5.9,9.6,100
1990,Jordan,15.4,13.7,10.5,8.9,9.3,8,6.7,5.7,4.8,3.9,3.3,3.1,2.5,1.7,1.1,1.2,100
1990,Kuwait,15.6,16.3,13.8,12.2,7.6,6.6,6.7,6.2,4.7,3.8,2.5,1.5,1.2,0.6,0.3,0.4,100
1990,Lebanon,12.8,11.8,10.4,10.2,10.7,9.7,8,6.2,4.7,3.7,3.2,3,2.3,1.2,0.9,1.3,100
1990,Oman,11.2,10,6.1,2.7,8.8,17.8,17.8,12.5,6.6,3.1,1.4,0.7,0.5,0.3,0.2,0.2,100
1990,Qatar,14.9,12.7,9.6,5.9,9.4,11.6,11.8,9,6.1,3.6,2.3,1.3,0.9,0.5,0.4,0.2,100
1990,Saudi Arabia,14.1,12.8,9.1,4.9,8.5,13.8,14.2,10.3,5.5,2.8,1.6,0.9,0.6,0.3,0.3,0.4,100
1990,State of Palestine,4.1,8.4,9.9,10.4,10.1,9.2,7.2,5.8,5.3,5.1,5,5,4.5,4.1,2.7,3.1,100
1990,Syrian Arab Republic,6.2,5,3.7,3,9.3,19.1,19.7,15.7,8.8,4.8,2.5,1.2,0.6,0.2,0.1,0.1,100
1990,Turkey,5,5.8,9.3,12.3,14,13.9,11.2,7.6,5,3.8,3.2,3,2.2,1.2,0.9,1.7,100
1990,United Arab Emirates,11.4,11.7,9.8,5.8,11.7,13.1,12.8,9.8,7.1,3.4,1.5,0.8,0.4,0.3,0.2,0.2,100
1990,Yemen,16.9,18.3,11,9.4,8.6,7.6,6.2,5.1,4.3,3.6,2.9,2,1.3,1.4,0.5,0.8,100
1990,EUROPE,1.6,2.9,4.4,5.7,7.3,8.8,9.5,9.6,8.9,7.8,6.6,6.2,5.7,4.4,3.8,6.7,100
1990,Eastern Europe,1.5,3.1,4.9,5.7,6.5,7.4,8.2,9.1,8.7,8.2,6.7,7,6.4,4.6,4.3,7.7,100
1990,Belarus,2.1,2.5,4,6.2,8.3,10.5,10.1,9,7.7,7.3,6.7,6.1,5.1,4.1,3.4,6.9,100
1990,Bulgaria,4.1,4.3,5.2,6,8.2,9.3,11.9,13.4,12,8.6,5.2,3.4,2.6,1.8,1.6,2.3,100
1990,Czechia,0.4,1.1,1.7,1.9,3,4.4,6,7.1,7.8,9.6,8.7,10.8,9.1,7.9,8.3,12.3,100
1990,Hungary,2.8,3.1,4.1,5.5,7.5,7.4,6.9,5.9,5.3,4.8,4.9,6.5,6.6,6,6.4,16.3,100
1990,Poland,1.4,2,2.2,2.1,2.6,2.9,3.2,3.1,3.1,4,8.4,11.2,12.5,9.5,10.1,22,100
1990,Republic of Moldova,2.6,1.9,2.7,3.8,4.2,4.3,5.1,6.9,9.1,10.2,9.6,8.1,7.1,5.3,6.3,12.7,100
1990,Romania,0.5,0.2,0.2,0.4,0.5,0.3,0.5,0.7,0.8,6.3,11.8,14,13.2,11.7,12.4,26.5,100
1990,Russian Federation,1.6,3.7,6.1,6.8,7.7,8.6,9,10,9,8.3,5.4,6.3,5.7,3.4,3,5.4,100
1990,Slovakia,0.8,2.1,2.5,3.5,4.7,6.1,6.7,7.7,10.2,7.3,6.5,8.1,9.4,8.6,6.1,9.7,100
1990,Ukraine,1.1,2.5,4.1,5,5.5,6.4,8,9.3,9.5,9.1,8.1,7.2,6.3,5.4,4.9,7.6,100
1990,Northern Europe,1.6,2.7,3.3,4.4,7,9.1,9.8,9.6,8.9,7.7,7.3,6.6,6.5,5.6,4.2,5.8,100
1990,Channel Islands,0.8,1.5,1.9,2.9,7.6,10.9,10.3,9.7,8.8,9.1,8.8,5.9,4.7,4.3,4.1,8.8,100
1990,Denmark,2.8,5.3,5.8,7.3,10,10.6,9.9,8.6,7.7,6.3,4.9,4,3.8,3.5,2.7,6.7,100
1990,Estonia,1.1,1.9,2.4,2.4,4.3,7.8,9.6,9.3,7.2,8.3,10,9.4,9.7,6.3,4,6.4,100
1990,Faeroe Islands,5.8,7.7,9.5,10.8,12.5,13.7,9.4,6.2,6.8,5.4,3.6,2.1,1.4,1.7,1.5,1.8,100
1990,Finland,4.1,9.3,12,11,9.7,8.5,7.6,5.7,4.1,3.7,2.9,2.5,2.7,3.8,3.7,8.6,100
1990,Iceland,5.3,7.8,8.4,9.7,10.5,11.9,10,8.6,5.8,4.6,3.7,3.1,2.9,2,1.9,3.7,100
1990,Ireland,2.6,5.7,8,11.8,12.1,11.5,9.6,8.1,5.9,5,3.8,3.4,3,2.8,2.4,4.5,100
1990,Isle of Man,1.2,2.7,3.9,4.7,5.4,6.7,7.5,7.4,6.7,7.6,6.9,6.6,6.9,5.8,6.2,13.7,100
1990,Latvia,0.2,0.5,1.1,1.8,2.2,3.1,5.1,8.3,10.5,10.7,9.9,9.4,9.2,9,8.8,10,100
1990,Lithuania,2.2,1.7,2,2.5,4.1,7.3,9.6,9.4,8.2,7.1,6.6,7.3,9.9,8.8,7.9,5.5,100
1990,Norway,2.7,5,5,5.7,9.4,12.7,11.8,9.7,8.5,6.9,4.6,3.8,3.9,3.5,2.4,4.4,100
1990,Sweden,1.5,3,4.3,6.2,7.6,9.8,10.1,9.6,9.2,8,7.2,6.2,4.5,4,3.6,5.2,100
1990,United Kingdom,1.6,2.7,3.1,4.1,7.7,10,10.7,10.1,9.2,7.4,7.1,6.3,6.3,5.3,3.4,4.9,100
1990,Southern Europe,2.7,4,5.8,8.9,10.2,10.8,9.5,8.4,7.1,5.8,5.4,4.7,4.5,3.5,3.1,5.5,100
1990,Albania,4.1,4.3,5.2,6,8.2,9.3,11.9,13.4,12,8.6,5.2,3.4,2.6,1.8,1.6,2.4,100
1990,Andorra,2.7,4.6,5.2,5.3,8.5,12.5,12.6,10.4,8.3,6.1,5.3,4.8,4.7,2.8,2.3,3.8,100
1990,Bosnia and Herzegovina,3.5,2.1,2.2,3.5,4.8,6.3,8.1,9.8,10.2,9.8,8.6,8.2,7.7,6.1,3.6,5.5,100
1990,Croatia,0.7,1.5,2.2,3.4,6.4,10.1,11.5,11.5,10.1,7.2,8.5,7.4,6.5,5.1,2.7,5.1,100
1990,Gibraltar,6.9,6.2,6.1,6.4,10,13.2,13,11,8.8,6.2,4.4,3.1,2.2,1.1,0.5,0.9,100
1990,Greece,5.1,6.4,7.9,8,9,11,10.4,8.9,7.6,5.8,4.9,3.8,3.5,1.4,1.5,4.8,100
1990,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1990,Italy,2.6,3.7,5.5,8.6,11.4,12.1,9.6,7.4,5.8,4.9,4.7,4.2,4.4,4,4.1,6.9,100
1990,Malta,3.4,8.9,9.8,11.1,13.2,10.9,7.9,5.5,4.9,4.2,3.4,3.4,3.2,2.8,3.6,3.8,100
1990,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100
1990,Portugal,1.7,4.2,8.5,19.8,14.9,10.5,9.1,7.4,4.9,3.6,3.3,3.2,2.9,1.7,1.8,2.5,100
1990,San Marino,5.1,5.1,5,4.9,9.3,14.7,15,11.9,8.7,5.8,4.6,3.3,2.5,1.5,1,1.7,100
1990,Serbia,2.4,3.1,3.7,4.6,5.1,6.2,7.5,8.8,9.5,10.2,8.3,6.4,6.3,4.4,5.5,8,100
1990,Slovenia,0.5,1,1.7,2.4,3.8,5.7,7.5,11.8,14.5,14.4,9.4,6.7,6.3,5.2,3.9,5.2,100
1990,Spain,3.1,5.2,7.4,10.7,11.8,11.7,8.7,7.3,5.9,4.7,3.9,4,3.7,3.4,2.7,5.6,100
1990,TFYR Macedonia,2.8,2.1,1.5,3,5.2,5.6,7.1,8.6,9.3,9.8,10.8,10.4,8.3,6.1,4.9,4.6,100
1990,Western Europe,1.3,2.4,3.7,5.2,7.7,10.1,11.3,10.9,9.7,7.8,6.5,5.4,4.8,3.9,3.2,6.1,100
1990,Austria,1.4,2.8,4,5,6.2,8.5,9.9,9.4,8.4,7.7,7.1,6.4,6.4,5.8,2.7,8.4,100
1990,Belgium,7.7,8.3,8.3,8.5,9.4,9.9,8.9,7.4,6.2,5,4.7,4.3,4,2.5,2,2.8,100
1990,France,0.8,1.8,2.9,4,5.6,8,10.4,10.8,9.9,7.7,6.6,6.1,6.1,5,4.6,9.9,100
1990,Germany,0.6,1.8,3.8,5.9,9.5,12.1,13.2,12.5,10.7,8.5,6.1,4.6,3.2,2.5,2,2.8,100
1990,Liechtenstein,7.5,7.4,7.2,7.4,9.6,11.1,10.4,8.9,7.6,6.5,4.6,2.7,2.2,2.5,1.5,2.8,100
1990,Luxembourg,2.5,3.3,3.6,4.5,7.9,10.9,11.1,10.1,9.9,7.4,6.4,5.4,4.9,3.6,3,5.5,100
1990,Monaco,2.3,2.4,2.5,3,4.1,5.7,7,7.6,7.5,7.2,7.8,7.5,6.7,7.7,6.9,14.2,100
1990,Netherlands,1.9,3.6,4.9,7.7,10.3,11.8,10.8,9.2,8.6,6.5,6,4.1,3.4,3.6,3,4.4,100
1990,Switzerland,1.5,2.6,3.1,3.8,7.1,10.3,10.5,9.6,9.4,8.9,9.2,7.1,5.6,4.3,2.9,4.3,100
1990,LATIN AMERICA AND THE CARIBBEAN,4.3,5.4,5.9,6.4,7.2,7.8,7.9,7.7,7.6,6.5,5.7,5.3,5.4,5.2,3.9,7.6,100
1990,Caribbean,6.9,7.6,8.3,9.3,10,10.4,10.2,8.3,6.3,4.7,3.8,3.4,3,2.4,2.1,3.3,100
1990,Anguilla,10,8.3,7.5,8,9.8,10.7,11.1,9.8,6.8,4.2,3,2.9,2.9,1.9,1.7,1.4,100
1990,Antigua and Barbuda,10.5,6.5,4.7,6.9,10.4,13.2,11.8,9.9,6.5,3.7,3.4,3,3.4,2.1,1.4,2.5,100
1990,Aruba,3.8,5.1,5.4,4.9,6.5,9.6,10.6,10.9,8.9,6.3,5.6,4.9,4.7,3.6,3.3,6,100
1990,Bahamas,3.8,2.2,2.5,4.5,7.3,10.1,12.4,13.3,11.7,7,6.1,4.8,4.5,3.9,2.7,3.4,100
1990,Barbados,2.3,4.1,5.9,7.5,9.6,11.1,11.8,9.3,8.9,6.5,4.9,3.9,3.7,2.6,2.1,6.2,100
1990,British Virgin Islands,5.1,5.1,5.7,5.7,11,15.9,15.4,11.7,8.9,5.2,3.4,2.3,1.8,0.8,0.5,1.6,100
1990,Caribbean Netherlands,3.2,4.9,5,4.9,7.1,13,14.3,13.2,11,7.4,5.1,3.7,2.9,1.6,0.7,2,100
