Year,MajorArea,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2017,Afghanistan,12.4,12.4,11.6,8.7,8.1,8.5,8.2,7.4,6.5,5.4,4.3,3.2,2,0.7,0.3,0.3,100
2017,Bangladesh,5.6,4.9,4.4,6.8,11.5,14.1,13.3,10.5,9,6.7,5,3.3,2.2,1.3,0.8,0.7,100
2017,Bhutan,3.1,5.3,6.9,7.1,3.3,12.6,8.6,9.3,8.5,8.4,7.2,6.2,5.4,3.2,2.2,2.7,100
2017,India,0.6,1.4,2,3.4,5.8,8.5,9.6,9.3,8.8,8.1,8.1,7.8,6.8,5.6,4.6,9.7,100
2017,Iran (Islamic Republic of),6.3,6.2,7.3,9.1,10.5,11.6,11.6,10.3,8.2,6.5,4.1,3,2.4,1.4,0.8,0.8,100
2017,Maldives,3.6,4.5,3.4,1.9,6.5,18.9,20.9,14.8,8.8,6.5,4.1,3,1.7,0.9,0.3,0.3,100
2017,Nepal,1.6,1.7,1.7,3.3,6.2,8.9,11.4,12.2,11.5,10.4,8.5,6.6,5.2,3.7,3,4.1,100
2017,Pakistan,0.9,1.2,1.8,2.7,5,8.5,11,12.1,12.2,11.5,10.2,9.1,4.7,3.3,2.6,3.3,100
2017,Sri Lanka,9.4,9.8,11.2,11,9.2,7.2,6.1,5.4,4.8,4.3,3.9,3.2,2.8,3,3.1,5.6,100
2017,South-Eastern Asia,3.6,3.6,3.6,5.2,9.5,13.6,14.2,12.1,9.6,7.4,5.4,3.9,2.8,2,1.4,2.1,100
2017,Brunei Darussalam,6.6,5.4,4.9,5.7,8.6,10.2,9.7,8.9,7.7,7.9,7.4,5.8,4.4,3.1,1.8,2,100
2017,Cambodia,1.5,2.4,2.7,4.4,11.1,15.8,14,10.6,8.5,7.5,6.3,5.1,3.9,2.6,1.8,1.8,100
2017,Indonesia,10.5,8,7.8,9.5,10.8,10.3,9.7,8.4,6.7,5.1,3.5,2.6,2.2,1.6,1.2,2,100
2017,Lao People's Democratic Republic,4.7,5,5.3,6.1,7.8,9.7,10.9,11,10.1,7.9,6.3,5.2,3.7,2.9,1.6,1.9,100
2017,Malaysia,2.9,3.1,2.9,4.9,10.9,16.4,16.7,13.2,9.8,7.1,4.6,2.9,1.9,1.2,0.7,0.8,100
2017,Myanmar,6.7,5.6,6,7.3,7.8,8.2,8.8,8.4,7.3,6.6,5.8,5.2,5.1,4.3,3.1,3.7,100
2017,Philippines,10.7,8.3,6.8,6.7,7.6,8.3,8.3,8.1,7.6,6.5,5,3.8,2.9,2.2,1.8,5.4,100
2017,Singapore,2,2.5,3.2,4.8,7.4,9.8,11.3,11.6,10.7,9.4,7.6,6,4.6,3.4,2.2,3.4,100
2017,Thailand,4.1,3.9,3.7,5.3,10.6,15.8,16,12.7,9,6.3,4.1,2.6,1.7,1.3,1.1,1.7,100
2017,Timor-Leste,6.9,6.1,5.1,4.9,6.5,9.2,12.5,12.2,10.2,7.8,6.2,3.8,3.5,2.1,1.7,1.4,100
2017,Viet Nam,5.3,5,5,6,8,9.9,10.8,10.3,9.2,7.3,5.9,5.1,3.9,3.7,2.5,2,100
2017,Western Asia,9,8,6.5,5.9,7.5,10.8,12.1,10.9,8.3,6,4.1,3.1,2.4,1.8,1.4,2.2,100
2017,Armenia,1.5,1.7,2,2.6,3.2,5.4,7.2,6.5,5.6,7.1,8.1,7.3,8.3,8.4,8.1,16.9,100
2017,Azerbaijan,2.3,2.6,2.8,3.6,5.4,7.3,8.5,9.3,9.5,8.8,7.6,6.7,6.2,6.1,5.4,8,100
2017,Bahrain,6.6,6.8,7.1,6.8,5.8,8.9,14.8,15,9.8,7.3,4,2.5,1.8,1.3,0.6,0.9,100
2017,Cyprus,0.9,2.7,3.1,5.1,11.2,14.4,14,13.3,9,6.7,5,3.4,3.6,3.4,1.7,2.4,100
2017,Georgia,3.7,4,4.4,5.2,5.4,6,5.9,5.6,5.2,5.4,6,6.9,7.6,7.5,6.4,14.9,100
2017,Iraq,2.3,3.4,4.3,6.4,10.4,13.4,12.9,10.9,8.8,7.3,5.7,4.2,4,2.7,1.8,1.5,100
2017,Israel,1,1.6,2.4,3.7,5.8,7.6,7.9,7.3,7,7.1,7.3,7.3,6.9,6.6,6.1,14.3,100
2017,Jordan,16.1,13.6,10.8,8.5,7,6.9,6.7,5.9,5.2,4.5,3.8,3,2.5,2.2,1.6,1.9,100
2017,Kuwait,4.2,4.3,3.1,2.4,8.6,12.9,17.6,15.4,12.3,9,4.7,3,1.2,0.6,0.4,0.3,100
2017,Lebanon,14,12,10.2,8.2,7.8,7.9,7.3,6.7,6.1,5.3,4.3,3.6,2.7,1.6,1,1.3,100
2017,Oman,4.8,4.7,3.8,2.7,6.3,21.1,18.9,14.1,9.9,6,3.9,2.2,0.9,0.4,0.2,0.2,100
2017,Qatar,5.8,5.2,5.8,7.4,7.9,14.5,17.1,14.8,8.9,5.1,2.5,1.9,1.1,1,0.7,0.5,100
2017,Saudi Arabia,10.5,9.8,8.2,6.7,7.3,13.1,14.8,12.5,7.1,4,2.4,1.4,0.8,0.5,0.4,0.4,100
2017,State of Palestine,1.4,2,4.1,8,11.7,13.4,12.5,10.1,7.4,5.3,3.9,3.2,3.2,3.2,3.9,6.7,100
2017,Syrian Arab Republic,5.6,4.9,4.4,4.6,7.8,12,14.3,13.3,10.8,8.4,5.9,3.9,2.2,1,0.5,0.4,100
2017,Turkey,8.8,6.7,5.1,6.1,7.6,9.2,9.8,9.7,9,7.4,5.3,4.3,3.7,2.8,1.9,2.6,100
2017,United Arab Emirates,9,8.6,5.8,4.7,8.2,11.4,13.9,13.8,11,6.8,3.3,1.8,1,0.4,0.1,0.1,100
2017,Yemen,12.5,9.1,6.1,5.4,7,8.9,9.5,8.9,7.7,6.3,5,4.1,3.4,2.7,1.8,1.7,100
2017,EUROPE,1.1,1.8,2.3,3.2,5.8,8.9,10.2,10.3,9.7,9,8.3,7.5,6.2,5,3.9,6.8,100
2017,Eastern Europe,1.3,1.6,1.7,2.7,5.1,7.5,8.4,8.4,8.4,8.6,8.8,8.7,7.9,6.5,5.4,8.8,100
2017,Belarus,0.3,0.7,0.9,1.2,3.1,5.9,7.2,7.2,7.1,8.1,10.1,11.1,10.3,9.5,7,10.3,100
2017,Bulgaria,14.6,9,4.2,2.8,4.6,6.6,7,6.2,5.6,5,5.5,6.5,6.6,4.7,3.4,7.8,100
2017,Czechia,0.5,1.4,2.3,3.6,6.9,12.1,16,14.5,11.8,8.8,7.3,5.4,4,2.3,1.1,1.9,100
2017,Hungary,3.3,3.1,2.7,3.3,6,8.9,8.8,9.4,9.1,8.6,5.7,5.9,5.6,5,5.1,9.5,100
2017,Poland,2.6,4.5,3.4,2.3,2.7,3.9,4,3.8,3.3,2.6,2.1,2,2.3,4,12.1,44.5,100
2017,Republic of Moldova,4.5,4.5,3.6,2.6,2.9,4.1,4.8,4.8,4.7,5.5,7.1,9,9.9,9.1,7.8,15.1,100
2017,Romania,21.5,13.3,6.7,4.1,5.8,8.3,7.7,5.9,4,2.9,2.5,2,1.5,2.8,3.9,7.2,100
2017,Russian Federation,0.9,1.2,1.6,2.7,5.4,8.3,9.4,9.2,8.9,8.9,9.1,8.9,8,6.1,4.3,7.1,100
2017,Slovakia,3.7,5.2,2.5,1.5,2.6,5,5.7,5.5,5.9,6.6,7.4,7.4,8.4,11.4,7.6,13.6,100
2017,Ukraine,0.4,1,1.4,2.8,5,6.6,7,7.4,8.4,9.5,9.9,9.6,8.7,7.6,6.8,7.8,100
2017,Northern Europe,1.4,2.3,2.9,3.9,7.9,11.6,12.2,11.2,9.5,7.7,6.4,5.6,4.6,3.8,3,5.9,100
2017,Channel Islands,0.8,1.2,1.9,3.2,5.2,7.4,9,10,10.3,9.9,9,8.3,7.2,5.6,3.9,7.2,100
2017,Denmark,1.5,3,2.9,4,9.2,13.2,12.7,10.7,8.9,8.1,7.1,5.7,3.9,3,2.4,3.8,100
2017,Estonia,0.5,1.1,0.8,0.8,2.4,3.9,4.1,4.1,4.4,5.1,7.3,10.1,11.2,10.6,9,24.5,100
2017,Faeroe Islands,5.4,6.7,9.3,11.3,10,7.4,7,6.7,6.4,6.7,6.5,4.8,3.2,2.6,2.1,4,100
2017,Finland,1.5,3.5,4.4,4.4,7,11.9,13.5,12.4,10.6,8.7,7,5.5,3.8,2.2,1.2,2.4,100
2017,Iceland,2.4,4.2,5.3,6,10.4,13,13,11.7,8.8,7.3,5.8,4.5,2.7,1.6,1.1,2.1,100
2017,Ireland,3.3,3.8,4.5,5.5,7.9,10.7,12.9,12.4,10.4,8,5.6,3.9,3.4,2.7,1.9,3.3,100
2017,Isle of Man,0.9,1.9,2.3,3.2,5.9,9.1,10.4,9.7,8.7,7.9,7.1,6.7,6.1,5.2,4.7,10.2,100
2017,Latvia,1,0.6,0.3,0.3,0.5,1.1,1.9,2.3,3.2,5.5,8.7,11.9,12.6,12.2,9.3,28.5,100
2017,Lithuania,6.7,1.1,0.8,0.6,0.8,1.6,2.2,2.9,3.7,6.1,9.9,15,12.3,9.2,6.5,20.7,100
2017,Norway,1.7,3.8,4.4,4.8,6.7,12.3,14.1,12.5,10.3,8.5,6.6,4.8,3.2,2.3,1.6,2.5,100
2017,Sweden,1.1,2.8,3.7,4.2,5.9,9.4,10.7,10.3,9.2,8.2,7.3,6.4,5.6,4.8,3.7,6.7,100
2017,United Kingdom,1.2,1.9,2.7,3.8,8.9,12.7,13,11.8,9.8,7.6,6.1,5.1,4.1,3.3,2.8,5,100
2017,Southern Europe,0.8,1.5,2.6,4.1,5.8,8.7,10.9,12.1,11.8,10.7,8.8,6.7,5,3.7,2.7,4.2,100
2017,Albania,17.8,12.9,9.9,8.5,7.9,8.4,8.1,6.2,4.4,3.4,3,2.7,2.2,1.6,1.4,1.6,100
2017,Andorra,1.6,2.1,2.3,3.2,4.9,5.9,6.6,7.6,9.7,10.2,9.9,9.4,7.3,6,4.2,9.1,100
2017,Bosnia and Herzegovina,4.2,4.2,3.8,4.2,6.6,9.9,11,10.6,9.8,8.4,6.8,5.4,4.6,3.7,3.2,3.4,100
2017,Croatia,0.4,1.1,1.6,2.8,4.8,6.1,6.5,7.6,8.5,9.2,9.7,9.2,8.2,7,6.4,10.9,100
2017,Gibraltar,8.8,7.6,6.7,6,6.8,9.1,10.9,10.7,9.1,7.3,5.5,4.3,3.1,1.9,0.9,1.4,100
2017,Greece,1.1,1.3,1.5,2.6,5.1,8,10.3,11.2,12.2,11.8,9.9,7.9,5.8,4,2.6,4.6,100
2017,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2017,Italy,0.6,1.5,2.6,4.1,5.7,9.4,11.7,12.9,12.7,11.5,9.1,6.7,4.4,2.6,1.7,2.7,100
2017,Malta,1,2.9,2.5,2.9,6.4,11.6,11.2,11.1,10.4,9.7,7.8,5.8,4.3,4.6,3.3,4.5,100
2017,Montenegro,1.3,1.9,2.1,2.9,5.7,8.7,10,10,9.1,8.1,7.4,7.3,7.3,6.8,4.6,6.9,100
2017,Portugal,0.7,1.3,2.2,3.9,6.7,8.2,9.9,11.6,13.7,12.3,9.1,6.4,4.8,3.4,2.2,3.5,100
2017,San Marino,3.8,4,4.2,5.4,7.6,10,11.4,12.5,12.2,10.7,7.9,4.7,2.2,1.1,0.7,1.6,100
2017,Serbia,0.5,0.5,0.7,1.2,2.4,4,5.3,6.4,7.4,8,8.9,10.2,10.8,9.8,8.6,15.3,100
2017,Slovenia,0.9,1.9,2.3,2.7,4.3,6.2,7.2,7.6,7.8,8.8,10.2,10.8,9.4,7,4.8,8.2,100
2017,Spain,0.6,1.6,3.2,5,6.6,9.2,11.9,13.1,11.9,10.3,8.1,5.7,4.1,3.3,2.3,3.2,100
2017,TFYR Macedonia,3.7,3.5,3.2,2.7,3.1,3.6,4.8,5.8,6.5,7.3,8.3,9.1,9.7,10,9.3,9.4,100
2017,Western Europe,1.1,1.8,2.1,2.7,5.3,8.6,10,10.1,9.7,9,8.6,7.9,6.5,5.3,3.9,7.2,100
2017,Austria,1,1,1.9,2.3,3.5,7.1,10.5,11.2,10.8,9.4,8.7,8.1,6.8,5.6,4.6,7.3,100
2017,Belgium,6.1,5.4,4.6,4.4,6.8,10,10.9,10,8.8,7.5,6.1,4.9,4,3.2,2.6,4.8,100
2017,France,1,1.9,2.4,3.2,4.7,6.7,8.1,8.7,8.3,8.2,8.3,8.6,8.1,6.8,4.9,10.1,100
2017,Germany,0.6,1.5,1.6,2.2,5.8,10,10.9,10.7,10.1,9.2,9,8,6.1,4.9,3.4,5.8,100
2017,Liechtenstein,4.6,3.4,3.4,3.5,3.9,5.6,8,9.8,10.1,10.5,9.2,7.5,5.8,4.9,4,5.7,100
2017,Luxembourg,1.2,2.8,3.1,3.6,4.9,8.7,10.9,11.5,11.1,10.2,8.6,6.6,5,4.1,2.7,5,100
2017,Monaco,1.8,2.3,2.5,3,3.9,4.6,4.9,5.6,6.7,7.8,8.2,8.1,8.1,8.1,7.8,16.5,100
2017,Netherlands,1.1,2,2.3,3.2,6.5,9,10.1,10.1,10.7,9.9,8.8,7.4,5.9,4.7,3,5.3,100
2017,Switzerland,0.8,1.9,2.3,2.8,4.9,8.4,10.7,11.1,10.4,9.7,8.9,7.3,5.7,4.4,3.6,7.2,100
2017,LATIN AMERICA AND THE CARIBBEAN,5.7,5.8,5.5,5.8,7.3,9,9.5,8.9,8,7,5.9,5,4.6,3.6,2.9,5.6,100
2017,Caribbean,3.6,4,4.6,5.8,8.4,10.8,10.8,10,9,8.1,6.9,5.5,4.2,3,2.1,3.1,100
2017,Anguilla,7.4,6.4,5.7,5.4,6.1,7.4,8.6,9,8.5,7.8,7.1,6,4.6,3.6,2.7,3.6,100
2017,Antigua and Barbuda,2.8,2.7,2.8,3.3,5.2,7.8,10,10.7,10.3,9.9,9.4,8.2,6.2,4,2.6,3.9,100
2017,Aruba,1.8,2.1,2.5,3,5.6,9,10.4,10.9,11.1,11.1,9.9,7.8,5.7,3.8,2.3,3,100
2017,Bahamas,3.4,3.8,3.6,3.2,4.8,9.4,12.1,12.9,11.7,9.9,7.2,5.1,4.2,3.3,2.6,2.8,100
2017,Barbados,3.3,3.2,3.9,5,7.2,9.3,9.7,9.4,9.2,8.9,7.9,6.6,5.2,4.1,3,4,100
2017,British Virgin Islands,2.8,3.4,3.9,5,8.4,10.8,10.8,10.3,9.6,9.6,7.3,6.4,4,3,2.1,2.4,100
2017,Caribbean Netherlands,1.5,2.1,3.5,5.2,7.5,9.2,9.4,8.2,8.8,9.9,9.5,7.7,5.8,4.4,3.5,4.1,100
2017,Cayman Islands,2.8,3.3,3.4,4.6,9.6,11,10.5,10.6,8.5,9.2,8.2,6.2,3.7,3.2,2.4,3,100
2017,Cuba,1.4,1.9,2,3.1,5.2,7.1,9.7,10.9,10.1,9,8.1,7.3,5.3,4,4,11,100
2017,Curaçao,1.7,2.9,4.2,5,7.2,8.7,8.7,8.3,8.8,9.2,9,7.4,5.6,4.3,3.4,5.7,100
2017,Dominica,10.9,9.9,9.8,9.8,9.7,9,8.1,6.8,5.5,4.3,3.4,2.8,2.4,2.2,2.1,3.2,100
2017,Dominican Republic,5.3,5.3,6,8.4,13.5,16.4,13.1,9.3,6.7,4.8,3.4,2.5,1.8,1.2,0.9,1.3,100
2017,Grenada,8.2,6.5,5.1,5.6,6.9,9.7,12.7,9.8,7.6,6.5,5,4.7,3.1,2.7,2,3.8,100
2017,Guadeloupe,3.2,6.4,7.6,8.3,7.8,9.8,11.5,11.5,9.9,8,6,3.9,2.7,1.5,0.9,1.1,100
2017,Haiti,7.3,6.1,5.3,5.8,8,10.1,10.1,8.5,7.4,7.2,6.5,5.5,4.3,3.2,2.3,2.4,100
2017,Jamaica,9.1,7.5,6.1,6.7,7.6,7.2,7.2,7.3,6.9,7.3,6.8,5,3.8,3,2.5,5.8,100
2017,Martinique,3.2,4.5,6.8,8.5,8,9,10.3,10.7,9.6,8.2,6.6,5.1,3.7,2.4,1.9,1.6,100
2017,Montserrat,8.5,7.1,5.3,4.7,5.9,8,9.4,9.8,9.1,8.2,7,4.8,2.6,1.8,1.4,6.5,100
2017,Puerto Rico,1.3,1.7,2.1,2.9,6.1,9.2,10.5,11.3,11.4,11,9.6,7.6,5.8,3.7,2,3.8,100
2017,Saint Kitts and Nevis,7.8,7.3,7.8,8.3,8.5,8.5,8.5,8.3,7.7,6.8,5.5,4.2,3.1,2.5,2.1,3.3,100
2017,Saint Lucia,6.3,6.8,8.2,8.8,7.2,8.4,10.1,9.5,8.5,6.5,4.8,3.1,3.2,2.5,2.1,4.1,100
2017,Saint Vincent and the Grenadines,9.3,8.3,8.7,9.3,9.5,8.5,7.3,6.7,6.6,6.2,5.2,4.1,3.2,2.3,1.8,2.9,100
2017,Sint Maarten (Dutch part),3.6,4.1,5.6,7.2,8.5,8.8,8.8,8.8,8.7,8.4,7.3,6.1,5.1,4.1,2.6,2.2,100
2017,Trinidad and Tobago,4.7,4.3,4.8,5.4,6.4,7.2,7.4,7.8,7.9,7.2,6.5,7,6.1,5,4,8.4,100
2017,Turks and Caicos Islands,6,5.2,5,6.1,8.5,10.5,10.7,9.9,8.9,8,6.8,5.3,3.9,2.6,1.5,1.3,100
2017,United States Virgin Islands,1.8,2.4,3.3,4.3,5.2,6,6.9,7.2,7.4,7.9,8.7,9.4,9,7.8,6.2,6.4,100
2017,Central America,13.4,12.5,9.6,7.6,7.2,7.6,7.6,7,6,5.2,4.4,3.5,2.7,2,1.4,2.4,100
2017,Belize,2.8,3.2,3.5,5,8.3,11.4,12.2,11.4,10,8.6,6.9,5.5,4.1,2.9,2,2.4,100
2017,Costa Rica,1.7,2.2,2.5,4,6.9,10,11.5,11.8,11.2,10.1,8.6,6.5,4.6,3.1,2.2,3.1,100
2017,El Salvador,4.5,4.1,4,5.7,9.3,11.8,11.9,10.4,8.7,7.6,6.2,4.9,3.6,2.7,1.9,2.8,100
2017,Guatemala,5.3,4.6,4.2,5.2,8.2,10.9,11.7,11.1,9.9,8.4,6.5,4.7,3.3,2.3,1.7,1.9,100
2017,Honduras,7.2,5.9,5,6.4,10.3,12.1,10.9,9.1,7.6,6.4,5.2,4.2,3.2,2.5,1.8,2.1,100
2017,Mexico,21,19.4,14,9.6,6.7,5.3,4.7,4,3.1,2.4,2.1,1.8,1.7,1.3,0.9,2,100
2017,Nicaragua,10.1,8.4,8,9,11.4,12.7,9.5,6.2,5,4.5,3.8,3.2,2.6,2,1.5,2.1,100
2017,Panama,1.6,2.8,4,5.7,8.5,11,11.7,10.8,9.5,8.5,7,5.6,4.4,3.2,2.3,3.4,100
2017,South America,3.6,3.9,4.3,5.1,7.1,9.2,9.9,9.3,8.4,7.3,6.3,5.4,5.3,4.3,3.6,7.3,100
2017,Argentina,1.3,1.8,2.5,3.9,6.6,8.9,10.1,9.8,8.9,7.9,6.7,5.7,6.4,5.2,4.4,9.9,100
2017,Bolivia (Plurinational State of),12,9.2,7.8,7.7,8.3,9.8,9.3,7.6,6.3,5.5,4.6,3.6,2.7,2.1,1.5,2.1,100
2017,Brazil,2.4,4.1,4.9,4.8,6.4,9,8.7,7.4,6.4,4.9,4.9,4.7,5.5,5.1,4.9,15.9,100
2017,Chile,6.5,5.2,5.4,6.1,8.7,11.9,12.4,11.3,9.3,6.5,4.2,3,2.6,1.8,1.3,3.7,100
2017,Colombia,10.7,8.8,7.5,8.1,9.4,10.2,9.3,7.5,5.9,4.9,4.1,3.5,2.9,2.6,2.1,2.6,100
2017,Ecuador,8.7,9.7,10.1,9.2,8.9,9.2,9,8.1,6.8,5.4,4.2,3.4,2.7,1.9,1.1,1.6,100
2017,Falkland Islands (Malvinas),6.7,5.8,5,5.8,8.3,10.7,11.6,11,9.4,7.7,5.3,3.4,3,2,1.1,3.1,100
2017,French Guiana,2.4,3.1,4.1,6.4,8.3,13,13.3,11.6,9.7,8.3,6.3,4.8,3.3,2.2,1.6,1.6,100
2017,Guyana,7.2,5.4,4.7,7,11.5,14.2,12.5,9.7,7.5,5.8,4.2,3.2,2.5,1.9,1.3,1.5,100
2017,Paraguay,3.7,4,4.8,6.2,8.2,9.7,10.2,9.9,9.1,8.2,6.7,5.4,4.3,3.4,2.5,3.4,100
2017,Peru,7,6.5,7.3,7.4,6.8,6.8,7.7,7.8,7.1,6.5,5.8,5.2,4.8,4.4,4,4.9,100
2017,Suriname,9,8.5,8.7,9,9.4,9.6,9.2,8.2,6.9,5.6,4.5,3.7,2.9,2.2,1.2,1.5,100
2017,Uruguay,5.3,5,4.7,4.8,6,7.5,7.5,6.5,5.5,5,4.8,4.7,4.3,5.4,7.1,15.8,100
2017,Venezuela (Bolivarian Republic of),3.6,3.6,3.8,4.8,6.4,8.4,9.5,9.4,9.1,8.8,8,7,5.9,4.6,3.6,3.5,100
2017,NORTHERN AMERICA,0.6,1.4,2.1,3.2,4.9,7.3,9.2,10.1,10.2,9.8,8.9,7.8,6.7,5.6,4.4,7.8,100
2017,Bermuda,3.1,3.2,2.8,2.8,3.3,8.5,11.1,10.9,10.2,9,8.2,6.7,5.9,4.6,3.6,5.9,100
2017,Canada,0.7,2.3,3.3,3.6,4.3,7.2,10.2,10.1,9,8.4,7.9,7,6.1,5.7,5,8.9,100
2017,Greenland,4.3,5.8,4.7,2.7,4.8,11.3,14.4,11.6,9.2,7.8,7.5,6.7,6.2,1.7,0.5,0.7,100
2017,Saint Pierre and Miquelon,4.5,5.1,7,7.2,6.8,8.9,10.2,10.4,9.3,8.1,6.8,4.5,2.3,1.3,1.1,6.6,100
2017,USA,0.6,1.2,1.9,3.1,5,7.3,9.1,10.1,10.4,10,9,7.9,6.8,5.6,4.3,7.7,100
2017,OCEANIA,1,2.2,2.8,3.9,6.4,8.7,9.7,8.5,7.9,7.9,7.8,7.2,6.3,6,4.6,8.9,100
2017,Australia/New Zealand,0.9,2.1,2.8,3.9,6.4,8.7,9.7,8.5,7.9,7.8,7.9,7.2,6.4,6.1,4.7,9.1,100
2017,Australia,0.8,2.1,2.7,3.7,6.3,8.8,9.8,8.5,7.8,7.7,7.8,7.2,6.5,6.3,4.8,9.3,100
2017,New Zealand,1.4,2.2,3.5,5.2,6.8,8.4,8.9,8.5,8.5,8.8,8.1,6.9,5.8,5.1,4.2,7.7,100
2017,Melanesia,6.2,4.9,4.7,5.7,6.7,7.7,8.4,8.5,8.4,8.3,7.4,6.2,5.1,4.3,3.4,4.2,100
2017,Fiji,6.3,5.2,4.4,5.1,7.4,9.8,10.4,10,8.9,7.7,6.3,5.1,4.2,3.4,2.5,3.2,100
2017,New Caledonia,2.1,2.5,3.3,4.7,6,7.3,8.4,8.7,9.1,9.7,9,7.5,6.2,5.4,4.4,5.6,100
2017,Papua New Guinea,16.3,10.2,8.2,8.6,8.2,7.7,7,6.6,5.9,5.1,4.3,3.7,2.9,2.2,1.6,1.4,100
2017,Solomon Islands,6.1,5.9,5.6,5.4,5.9,7.6,9.9,10.9,9.9,8.1,6.2,5,4.1,3.3,2.5,3.5,100
2017,Vanuatu,9.5,7.9,6.2,5.6,6.6,8.3,9.1,9.4,8.8,7.7,6.6,4.9,3.6,2.8,1.3,1.9,100
2017,Micronesia,3.9,3.8,4.2,5.7,7.2,10,11.3,11.4,10.6,8.7,6.9,5.4,3.7,2.6,2.2,2.6,100
2017,Guam,3.2,3.3,4,5.9,7.6,10.8,11.7,10.4,9.7,8.2,7.1,5.8,3.9,2.9,2.6,3.1,100
2017,Kiribati,4.8,5.2,6.1,9.4,11.3,12,11.3,9.5,8.5,7,4.3,3,2.7,1.8,1,2.2,100
2017,Marshall Islands,9.6,7.7,6,5.6,7.7,10,11.4,10.8,8.9,6.8,4.9,3.3,2.1,1.8,0.9,2.4,100
2017,Micronesia (Fed. States of),6.6,6,7.1,7.5,8.7,10.3,11,10.1,8,6.3,5,4.2,3.3,2.4,1.5,2.1,100
2017,Nauru,6.7,5.4,4.5,5.1,7.5,10.3,11.3,10.6,9.3,8,6.2,4.4,3.4,2.5,1.9,2.9,100
2017,Northern Mariana Islands,4.9,4.5,4.4,4.9,5.5,7.5,10.2,14.6,13.7,10.4,6.9,4.5,3.2,2.2,1.3,1.3,100
2017,Palau,2.7,2.9,2.8,3.7,6.1,8.9,12.2,12.1,11.6,11.5,9.6,7.3,4.5,2.1,0.9,1,100
2017,Polynesia,5.1,5,5.6,6.1,7,8.8,9.7,9.6,9.4,8.5,7.3,6,4.5,3.3,2.1,2.3,100
2017,American Samoa,3.5,3.3,3.6,4.8,7,9.8,10.3,9.6,9.4,9.2,8.2,7.2,5.7,3.9,2.6,1.9,100
2017,Cook Islands,11.2,8,6.9,7.7,9.8,10.9,9.8,7.7,6.3,5.1,4.2,3.3,2.4,2.3,1.5,2.7,100
2017,French Polynesia,2.8,3.9,5.5,5.6,5.4,7.3,9.6,10.7,11.3,9.9,8.6,6.7,4.7,3.5,2.1,2.5,100
2017,Niue,15.4,12.6,12.3,10.7,9.5,8.3,7.5,6.3,4.3,3.2,2.4,2,2,2,0.8,0.8,100
2017,Samoa,12.6,11.3,11,10.6,9.9,9,7.5,6,4.8,3.9,3,2.5,2.1,1.9,1.7,2.3,100
2017,Tokelau,11.5,12.6,13.7,13.7,11.5,9.5,6.5,4.2,2.3,1.9,1.1,1.1,0.8,1.5,2.3,5.7,100
2017,Tonga,10.3,8.4,7.2,7,7.8,9,9.6,9.4,8.3,6.5,4.7,3.5,2.8,2.3,0.8,2.3,100
2017,Tuvalu,4.7,3.1,3.1,4.7,4.7,6.3,6.3,7.8,7.8,6.3,4.7,3.1,1.6,0,0,35.9,100
2017,Wallis and Futuna Islands,4.9,5.1,6.1,7.6,9.6,11,11.1,10.2,8.5,6.8,5.5,4.4,3.3,2.6,1.2,2,100
