Year,Major area,1990,1995,2000,2005,2010,2015,2017
1990,Togo,3786940,4274024,4970367,5683268,6502952,7416802,7797694
1990,ASIA,3221341719,3489306253,3730370625,3964342662,4194425212,4419897601,4504428373
1990,Central Asia,50343305,53436859,55559337,58737838,63156447,68705005,70839675
1990,Kazakhstan,16540258,16034956,15057363,15541457,16398976,17749648,18204499
1990,Kyrgyzstan,4372890,4566087,4920718,5075380,5422337,5865401,6045117
1990,Tajikistan,5283728,5764712,6216205,6854176,7641630,8548651,8921343
1990,Turkmenistan,3683966,4207840,4516131,4754641,5087210,5565284,5758075
1990,Uzbekistan,20462463,22863264,24848920,26512184,28606294,30976021,31910641
1990,Eastern Asia,1388798183,1463528718,1512377595,1555011573,1595828675,1635150365,1648164577
1990,China,1192756898,1261168516,1305039205,1344226376,1382857508,1420514308,1433143853
1990,"China, Hong Kong SAR",5781459,6140101,6663654,6827761,7025221,7245701,7364883
1990,"China, Macao SAR",343935,385686,427979,482559,536969,600942,622567
1990,Dem. People's Republic of Korea,20293054,21862299,22929075,23904167,24591599,25243917,25490965
1990,Japan,124515561,126375466,127533934,128335767,128551873,127974958,127484450
1990,Mongolia,2184145,2298039,2397436,2526446,2712650,2976877,3075647
1990,Republic of Korea,42923131,45298611,47386312,48708497,49552855,50593662,50982212
1990,Southern Asia,1189315649,1320106463,1452757699,1583092371,1705374295,1823308471,1868984557
1990,Afghanistan,12249114,17099541,20093756,25070798,28803167,33736494,35530081
1990,Bangladesh,106188642,118706871,131581243,143431101,152149102,161200886,164669751
1990,Bhutan,537280,514877,573416,656639,727641,787386,807610
1990,India,870133480,960482795,1053050912,1144118674,1230980691,1309053980,1339180127
1990,Iran (Islamic Republic of),56226185,60575644,66131854,70421811,74567511,79360487,81162788
1990,Maldives,223215,254082,280384,318836,364511,418403,436330
1990,Nepal,18749406,21396384,23740911,25640287,27023137,28656282,29304998
1990,Pakistan,107678614,122829148,138523285,153909667,170560182,189380513,197015955
1990,Sri Lanka,17329713,18247121,18781938,19524558,20198353,20714040,20876917
1990,South-Eastern Asia,444096651,485370619,524657117,561770198,597327771,634609846,648780040
1990,Brunei Darussalam,258785,297192,333241,365158,388662,417542,428697
1990,Cambodia,8973342,10653558,12152354,13270201,14308740,15517635,16005373
1990,Indonesia,181436821,196957849,211540429,226712730,242524123,258162113,263991379
1990,Lao People's Democratic Republic,4258472,4851923,5329304,5754026,6246274,6663967,6858160
1990,Malaysia,18038321,20495597,23185608,25659393,28112289,30723155,31624264
1990,Myanmar,40626250,43237792,46095462,48482614,50155896,52403669,53370609
1990,Philippines,61947348,69835715,77991569,86274237,93726624,101716359,104918090
1990,Singapore,3012953,3478779,3913960,4491042,5074252,5535262,5708844
1990,Thailand,56582821,59491790,62958021,65425470,67208808,68657600,69037513
1990,Timor-Leste,751933,871447,871607,1026484,1109591,1240977,1296311
1990,Viet Nam,68209605,75198977,80285562,84308843,88472512,93571567,95540800
1990,Western Asia,148787931,166863594,185018877,205730682,232738024,258123914,267659524
1990,Armenia,3538165,3217342,3069588,2981259,2877311,2916950,2930450
1990,Azerbaijan,7242770,7775426,8122741,8538606,9032457,9617484,9827589
1990,Bahrain,495931,563699,664614,889168,1240862,1371855,1492584
1990,Cyprus,766614,855384,943286,1027658,1112607,1160985,1179551
1990,Georgia,5410372,5020061,4722059,4486547,4231661,3951524,3912061
1990,Iraq,17469005,20208387,23565413,27008426,30762701,36115649,38274618
1990,Israel,4500475,5333719,6013741,6602970,7425959,8064547,8321570
1990,Jordan,3560582,4572904,5103130,5714111,7182390,9159302,9702353
1990,Kuwait,2099615,1610651,2050741,2276623,2998083,3935794,4136528
1990,Lebanon,2703016,3033394,3235366,3986852,4337141,5851479,6082357
1990,Oman,1812160,2204283,2267991,2511269,3041460,4199810,4636262
1990,Qatar,476445,513455,592267,864863,1779676,2481539,2639211
1990,Saudi Arabia,16326815,18735841,20764312,23905654,27425676,31557144,32938213
1990,State of Palestine,2100883,2617702,3223009,3576170,4066829,4662884,4920724
1990,Syrian Arab Republic,12446171,14345492,16410848,18294611,21018834,18734987,18269868
1990,Turkey,53921699,58486381,63240121,67903406,72326914,78271472,80745020
1990,United Arab Emirates,1860174,2448820,3154925,4579562,8270684,9154302,9400145
1990,Yemen,12057039,15320653,17874725,20582927,23606779,26916207,28250420
1990,EUROPE,721698587,728084593,727200939,730289682,737163580,740813959,742073853
1990,Eastern Europe,309901947,309556593,303957552,297510641,294540681,293243708,292454364
1990,Belarus,10216846,10142308,9933609,9621543,9473071,9485772,9468338
1990,Bulgaria,8841371,8379180,7997787,7683763,7404590,7177396,7084571
1990,Czechia,10341169,10358456,10289594,10258176,10536286,10603762,10618303
1990,Hungary,10377651,10349838,10221051,10086465,9927840,9783925,9721559
1990,Poland,37954553,38452632,38550495,38362666,38323402,38265226,38170712
1990,Republic of Moldova,4364116,4339082,4201089,4157699,4084481,4065980,4051212
1990,Romania,23489373,22965111,22128128,21431018,20440347,19876621,19679306
1990,Russian Federation,147564066,148288839,146396514,143618185,143153869,143888004,143989754
1990,Slovakia,5288454,5375470,5399211,5398963,5404294,5439318,5447662
1990,Ukraine,51464348,50905677,48840074,46892163,45792501,44657704,44222947
1990,Northern Europe,92142039,93280874,94543861,96376906,100313727,103097292,104199623
