,MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Cote d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,North Korea,Japan,Mongolia,South Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,USA,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia.1,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
10,Argentina,430322,222418,207904,526,207378,295653,134162,110950,23212,466,762,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,322,0,0,0,0,0,697,0,0,74,623,0,65,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,0,0,28270,0,0,0,0,0,0,2657,0,0,0,0,2657,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,25581,0,0,0,21,0,0,25526,0,0,0,0,0,0,0,0,34,0,0,102964,1034,76,7,76,22,251,0,0,582,20,0,4405,0,833,0,0,107,5,63,0,9,83,445,1913,947,75613,0,86,0,143,0,641,0,31345,7,0,303,68,5,92,42923,0,21912,839,276,10137,4499,0,38,0,1614,4509,181207,4741,0,0,0,8,0,0,14,4,373,0,0,2642,0,0,466,0,0,0,1234,0,0,0,0,0,0,0,6831,0,1041,255,285,145,4340,185,580,169635,0,21923,28350,32696,2359,1669,27,0,0,50447,8122,0,14559,9483,103223,0,10660,0,0,92563,13574,13574,13155,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
11,Armenia,899683,654149,245534,0,245534,76183,823500,767233,56267,0,94,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,179,511,0,0,0,0,94,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243384,35697,7596,7381,257,11250,9213,0,0,0,0,0,0,0,0,521,0,0,0,0,521,0,0,0,0,31,0,0,0,0,0,0,31,0,0,0,0,207135,0,202586,0,292,4039,0,0,26,0,0,0,0,0,0,0,192,0,0,610509,579891,6645,1207,227,186,1181,0,1,535266,37,35141,3846,0,400,715,0,0,2,10,0,1552,815,4,267,81,12501,0,0,0,0,0,12148,0,25,11,0,16,0,19,0,282,0,14271,1681,45,6547,5581,0,0,0,43,374,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,6,0,0,0,60,0,0,1300,1236,0,0,21,0,13,0,0,0,0,0,0,0,30,43252,0,1771,0,0,41481,388,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
12,Aruba,10597,4640,5957,0,5957,5113,1108,1099,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1,0,1,0,0,0,0,0,0,0,0,119,0,5,0,0,1,0,1,0,1,0,0,0,111,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,567,0,0,10,0,0,0,0,557,0,5948,5155,0,7,0,0,0,0,4376,0,0,0,17,330,0,0,0,0,0,0,0,0,8,0,0,0,0,417,29,0,29,0,0,0,0,0,0,764,1,0,0,50,283,0,0,0,0,0,0,0,0,430,3886,0,523,0,0,3363,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
13,Australia,303406,244911,58495,1465,57030,256890,46271,19915,26356,105,5294,7318,148,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,81,0,9,0,0,9,0,0,0,0,0,0,2024,0,525,1499,0,0,0,0,5120,120,0,793,4199,8,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,35094,0,0,0,0,0,0,12899,2417,6092,0,96,3976,3,315,3216,0,0,12,3116,0,37,0,0,51,13038,262,54,5963,18,1851,0,943,2913,593,425,16,5941,0,0,0,741,0,0,2102,188,0,0,0,0,0,0,0,2910,0,0,137463,2564,21,13,56,832,863,0,0,761,18,0,77198,0,981,0,0,452,60,532,123,45,22,797,1760,72426,34881,0,36,0,694,0,19643,0,8059,3435,0,348,0,82,226,2358,0,22820,1371,353,3931,6205,0,74,0,7853,3033,3111,171,0,7,0,27,24,12,0,24,0,0,3,67,0,0,0,0,0,0,0,0,7,0,0,0,0,0,384,0,73,33,47,0,116,0,115,2556,625,74,297,675,202,125,7,0,0,0,420,0,0,131,55694,37,13390,0,0,42267,64726,47778,0,47778,16250,1306,226,13916,360,442,266,0,64,0,0,202,0,0,432,0,115,63,11,236,7,0,0,0,1990
14,Austria,505818,471667,34151,190,33961,471750,33878,32649,1229,190,4444,7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,2760,0,716,2044,0,0,0,0,4424,0,0,901,3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,98,0,0,98,0,0,312,0,0,0,0,309,3,0,50,0,0,0,0,0,50,0,0,0,92,0,0,0,0,0,0,92,0,0,0,0,13518,0,0,0,88,0,0,6373,78,0,0,0,0,0,0,0,6979,0,0,334427,17985,44,26,1811,5206,6119,0,722,3776,281,0,27677,0,1275,0,0,253,52,49,0,50,48,997,4731,20222,28846,0,0,310,1265,0,3523,0,16037,18,0,113,0,860,4461,2259,0,259919,0,1010,11675,189349,2021,512,0,6902,48450,13186,1166,0,0,0,15,0,0,0,16,0,0,0,965,0,0,170,0,0,0,0,0,0,0,0,0,0,0,622,0,80,18,0,0,429,54,41,11398,4256,170,4756,594,280,182,0,0,0,0,140,0,0,1020,113299,26,25600,0,0,87673,23632,23632,22977,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
15,Azerbaijan,1634120,1056582,577538,0,577538,33547,1600573,1004974,595599,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577509,85555,35789,14455,257,11793,23261,0,0,0,0,0,0,0,0,817,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491137,464459,0,0,9,7911,0,14696,0,0,0,0,0,0,0,0,4062,0,0,1046416,1038282,15651,8,45,134,356,3750,0,936852,4,81482,6124,0,84,2211,0,0,2,10,0,1399,2193,0,148,77,214,0,0,0,0,0,171,0,6,0,0,2,0,0,0,35,0,1796,592,45,400,600,0,0,0,40,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10067,0,1041,0,0,9026,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
16,Bahamas,25172,23365,1807,0,1807,24343,785,742,43,0,74,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,2,0,1,0,1,0,0,0,0,0,0,281,0,5,0,0,1,1,5,0,0,0,7,12,250,32,0,0,0,0,0,21,0,6,0,0,0,0,0,0,5,0,178,13,2,64,0,0,0,0,24,75,1722,1659,0,5,0,0,55,14,44,59,0,0,5,91,17,0,0,518,0,0,0,5,6,0,0,0,840,0,33,0,10,0,0,0,0,23,0,30,0,9,0,1,0,16,0,0,4,0,0,0,0,0,22694,0,1061,0,0,21633,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
17,Bahrain,12767,1730,11037,89,10948,2339,10428,1440,8988,0,233,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,382,1091,0,0,0,0,233,0,0,72,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,89,0,0,0,0,0,0,4,19,0,0,0,0,0,0,19,0,0,0,0,9166,0,0,0,27,0,0,0,143,189,65,106,54,0,8351,0,0,231,0,940,20,0,1,6,13,0,0,0,0,0,0,716,0,67,0,0,2,0,16,0,0,0,6,42,583,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,196,12,2,55,0,0,0,0,49,78,53,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,31,28,0,0,3,0,0,0,0,0,0,0,0,0,0,297,0,297,0,0,0,493,493,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
18,Bangladesh,5451546,160805,5290741,2047,5288694,1038610,4412312,34282,4378030,624,2649,3079,132,0,0,0,0,0,0,0,0,71,0,0,0,0,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,112,318,0,0,0,0,2517,0,0,48,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5287899,0,0,0,0,0,0,4997,1858,297,0,74,2110,0,658,4377309,0,0,24,4375155,0,1623,500,0,7,35900,659,0,0,0,23930,1370,70,8818,725,103,225,869693,0,0,20442,162,0,0,0,948,126783,433,50041,36556,479380,0,0,79,154869,0,130511,1433,0,22,8,60,60,0,3,1280,0,0,105761,0,241,0,0,115,0,157,0,3,0,558,2307,102380,13416,0,0,0,0,0,7665,0,5421,6,0,76,0,0,0,248,0,9901,1508,268,2198,4767,0,29,0,401,730,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,13,11,0,0,35,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25617,0,4203,0,0,21414,4369,2567,2315,252,1368,1368,0,0,0,0,434,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,1990
19,Barbados,84917,79548,5369,0,5369,82908,1867,1796,71,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22007,4,0,1,3,0,0,0,0,0,0,0,21851,0,17,0,0,4,0,4,0,2,0,9,79,21736,12,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,140,12,5,42,0,0,0,0,37,44,5339,4687,0,204,0,234,0,94,142,65,0,0,61,0,101,0,0,418,0,0,0,41,324,303,0,2411,0,289,209,0,8,64,0,0,0,0,137,443,16,7,0,23,0,0,0,0,156,0,0,0,0,241,57240,0,14225,0,0,43015,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
20,Belarus,1769029,1571715,197314,0,197314,378283,1390746,887449,503297,0,113,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,246,702,0,0,0,0,113,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195573,143941,72545,30187,893,3259,37057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51632,1280,626,0,84,16521,0,33049,0,0,0,0,0,0,0,0,72,0,0,1545649,1375273,0,89,322,91,148245,13665,0,809353,60,403448,165553,0,125,23870,0,0,0,117,0,60530,80249,0,352,310,812,0,0,0,0,0,592,0,93,3,0,38,0,16,16,54,0,4011,918,581,1126,1190,0,42,0,14,140,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,675,669,0,0,6,0,0,0,0,0,0,0,0,0,0,25806,0,4227,0,0,21579,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
21,Belgium,365414,338069,27345,974,26371,341469,22708,20464,2244,918,7386,10935,795,642,0,0,0,0,0,0,0,76,0,0,0,0,32,0,0,45,0,0,0,154,0,0,0,0,0,0,0,154,0,3549,0,672,1918,959,0,0,0,6136,0,0,272,5864,0,301,0,0,14,0,0,0,207,0,0,0,56,0,0,0,0,0,24,8936,0,0,0,0,0,0,402,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,76,0,0,0,0,8458,0,0,0,65,0,0,3657,33,0,0,0,0,0,0,0,4703,0,0,277088,5489,28,14,186,98,3969,0,273,859,62,0,19200,0,727,0,0,114,34,471,0,14,30,782,943,16085,38642,0,241,0,192,0,5284,0,14298,19,0,1464,0,13,250,16881,0,213757,1418,0,127976,21902,1,11205,0,41730,9525,7876,746,0,0,0,8,0,0,0,4,0,0,0,490,0,186,0,0,58,0,0,0,0,0,0,0,0,0,1122,0,200,95,0,19,730,52,26,6008,1151,268,1887,1013,377,285,0,75,0,0,438,0,0,514,55959,18,21575,0,0,34366,4620,4620,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
22,Belize,36114,32179,3935,0,3935,32345,3769,1718,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1,0,0,1,0,0,0,0,0,0,0,1200,0,5,0,0,0,0,1,0,0,0,0,0,1194,12,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,40,22,0,7,0,0,0,0,0,11,3935,157,0,8,0,31,0,0,0,111,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2741,0,202,244,543,213,1415,60,64,1037,12,991,0,16,0,0,0,0,0,0,0,0,0,18,30892,0,935,0,0,29957,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
23,Benin,233642,14192,219450,41733,177717,13875,178525,16857,161668,41242,219401,219447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20472,0,0,0,0,4357,0,0,16115,0,46,0,46,0,0,0,0,0,422,0,0,230,192,0,198507,0,2054,0,51216,0,8959,2351,0,63,542,491,8948,96599,0,2984,262,24038,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13913,337,0,2,7,11,0,0,0,317,0,0,81,0,14,0,0,1,0,6,0,0,0,11,17,32,149,0,0,0,0,0,5,0,107,0,0,7,0,0,0,30,0,13346,44,989,11476,610,0,0,0,53,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,262,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
24,Bermuda,71703,71550,153,0,153,71625,78,78,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61553,1,0,0,1,0,0,0,0,0,0,0,61478,0,9,0,0,0,1,11,0,0,0,0,0,61457,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,72,10,0,53,0,0,0,0,9,0,92,66,0,9,0,34,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9646,0,1674,0,0,7972,351,351,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
25,Bhutan,28366,455,27911,16805,11106,458,11103,13,11090,16805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27895,0,0,0,11088,0,0,16805,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,1,0,1,0,0,0,0,0,0,0,0,31,0,7,0,0,0,0,1,0,0,0,5,7,11,18,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,380,14,59,240,0,0,0,0,9,58,16,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
26,Bolivia,224687,42741,181946,0,181946,49737,174950,174543,407,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,108,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9384,454,0,1,12,14,35,0,0,392,0,0,2213,0,60,0,0,24,6,3,0,0,0,117,1845,158,1924,0,0,0,0,0,9,0,94,0,0,15,0,0,0,1806,0,4793,280,247,1287,1634,0,0,0,216,1129,181677,600,0,0,0,0,0,0,0,0,128,0,0,363,0,0,0,0,0,0,109,0,0,0,0,0,0,0,2300,0,269,73,67,112,1519,47,213,178777,147234,0,15996,7277,634,509,0,0,0,809,4094,0,0,2224,32848,0,1545,0,0,31303,509,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
27,Bosnia and Herzegovina,863399,855982,7417,0,7417,495784,367615,367272,343,0,147,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,23,66,0,0,0,0,147,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7148,0,0,0,17,0,0,0,320,0,0,0,0,0,0,0,6811,0,0,753181,6302,0,18,355,381,4625,0,0,876,47,0,58852,0,16411,0,0,0,9,123,0,2,0,3,40488,1816,433078,0,0,0,312821,0,487,0,4034,25,0,13,0,42141,68549,643,4365,254949,92349,1966,8357,108349,297,2334,0,131,41166,33,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0,0,0,0,21,80489,0,25135,0,0,55354,22312,22312,22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
28,Botswana,26037,2827,23210,652,22558,2633,20379,19646,733,3025,23203,23203,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,469,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19709,0,103,975,18470,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,202,0,7,0,1,0,0,0,194,0,0,2078,0,34,0,0,1,0,15,0,0,0,35,38,1955,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,313,15,8,182,0,0,0,0,89,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,77,0,77,0,0,0,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
29,Brazil,500149,282279,217870,1631,216239,302533,190098,177525,12573,1263,2780,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,137,390,0,0,0,0,1769,0,0,790,979,0,1011,0,0,77,0,0,7,248,0,0,0,143,0,0,0,536,0,0,75906,0,0,0,0,0,0,69014,12090,0,0,479,56445,0,0,552,0,552,0,0,0,0,0,0,0,275,0,0,0,0,0,0,123,0,0,152,0,6065,0,0,0,15,0,0,5866,101,0,0,0,0,0,0,0,83,0,0,132673,1055,69,8,28,68,299,0,2,577,4,0,14290,0,765,0,6,162,11,380,0,8,75,576,2747,9560,64256,0,0,0,122,0,1460,0,25441,27,0,23722,18,5,7,13454,0,53072,2857,895,20435,11446,36,288,0,3820,13295,195102,1249,0,0,0,36,0,0,0,22,0,0,0,950,0,35,0,0,16,0,185,0,5,0,0,0,0,0,3384,0,346,329,77,179,1682,138,633,190469,34359,10558,0,4332,1728,968,0,6204,485,111355,3476,2100,10581,4323,89517,0,7028,0,0,82489,3644,3644,2926,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
30,British Virgin Islands,3094,158,2936,0,2936,2979,115,115,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,80,21,0,21,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,47,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,2895,0,66,0,5,0,0,0,0,0,0,31,12,8,0,0,0,0,0,0,106,2,0,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
